13:10:03	1	LOGIN	Player login	IP: 82.46.65.201, UID: 0169a886c3500458522e41c9, Membership: RECURRING_MEMBER, Trial: EX_TRIALLIST, Quest Points: 382, Account Age: 535 Days 18:37.09, Language: English, Client Type: NXT_WINDOWS, Wealth: 6290620123, JMod Level: 0, PMod Level: 0, Display Name: Redhen, TOTP Enabled: true, Authenticate TOTP Response Code: null, Authenticate Pass code response: OK
13:10:40	37306	NATIVE_MOUSE_MOVEMENT	Mouse moved (native)	Contains 66 movements: 37306: 439,477 37307: 439,478 37308: 440,478 37309: 440,479 37310: 441,479 37311: 441,480 37312: 442,481 37323: 442,482 37324: 442,483 37325: 443,483 37326: 443,484 37327: 444,485 37328: 445,485 37329: 445,486 37330: 445,487 37331: 446,488 37332: 446,489 37333: 447,490 37334: 447,491 37335: 448,492 37336: 449,493 37337: 449,494 37338: 450,496 37339: 450,497 37340: 451,498 37341: 452,499 37342: 452,500 37343: 453,501 37344: 454,503 37345: 455,504 37346: 455,505 37367: 456,506 37368: 456,507 37369: 456,508 37370: 457,509 37371: 458,510 37372: 458,511 37373: 459,511 37374: 459,512 37375: 459,513 37376: 460,513 37377: 460,514 37378: 460,515 37379: 461,515 37380: 461,517 37381: 461,518 37382: 462,518 37383: 462,519 37384: 462,520 37385: 463,520 37386: 463,521 37387: 463,522 37388: 464,523 37389: 464,524 37410: 464,525 37411: 464,526 37412: 464,527 37413: 464,528 37414: 464,529 37415: 463,529 37436: 462,529 37437: 461,529 37438: 460,529 37439: 460,530 37440: 459,530 37501: 459,529
13:10:44	41286	NATIVE_MOUSE_CLICK	Mouse button clicked (native)	LEFT coordinate: 459,529
13:10:40	37207	WINDOW_FOCUS	Window focus changed	Focussed
13:10:40	37267	SERVER_TRIGGER	Player triggered some server behaviour	OPLOC1 on mining_elfcity_seren_stone (Seren stone) at 1,34,51,47,36
13:10:41	37807	WINDOW_FOCUS	Window focus changed	Unfocussed
13:10:41	38452	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 915
13:10:42	39143	NATIVE_MOUSE_MOVEMENT	Mouse moved (native)	Contains 59 movements: 39143: 544,551 39164: 544,552 39165: 543,552 39166: 543,553 39167: 543,554 39168: 543,555 39169: 543,556 39170: 542,556 39171: 542,557 39172: 542,558 39173: 542,559 39174: 541,560 39175: 540,561 39176: 540,562 39177: 540,563 39178: 539,563 39179: 539,564 39180: 538,565 39201: 538,566 39202: 537,566 39203: 537,567 39204: 536,567 39205: 536,568 39206: 535,568 39207: 534,569 39208: 534,570 39209: 533,570 39210: 532,570 39211: 531,571 39212: 530,571 39233: 529,571 39234: 528,571 39235: 527,571 39236: 526,571 39237: 525,571 39238: 524,571 39239: 524,570 39240: 523,569 39241: 523,568 39242: 522,568 39243: 522,567 39244: 521,567 39245: 520,566 39266: 520,565 39267: 520,564 39268: 519,564 39269: 519,563 39450: 519,562 39451: 520,562 39472: 521,562 39473: 522,562 39474: 523,562 39475: 524,562 39476: 525,562 39477: 526,562 39478: 527,562 39479: 528,562 39480: 529,562 39481: 529,563
13:10:48	44809	MOUSE_MOVEMENT	Mouse moved	Contains 55 movements: 44809: 451,497 44835: 451,496 44841: 451,495 44847: 451,493 44853: 451,492 44859: 451,490 44865: 451,488 44871: 451,486 44877: 451,483 44883: 451,479 44889: 452,477 44895: 453,472 44901: 454,468 44907: 456,461 44913: 458,453 44919: 460,446 44925: 462,437 44931: 465,427 44937: 467,415 44943: 469,401 44949: 469,398 44955: 470,387 44961: 470,385 44967: 471,378 44973: 473,362 44979: 475,348 44985: 475,335 44991: 476,332 44997: 476,318 45003: 476,304 45009: 476,290 45015: 476,277 45021: 475,275 45027: 473,267 45033: 469,252 45039: 465,241 45045: 456,228 45051: 450,218 45057: 440,205 45063: 428,191 45069: 426,189 45075: 415,176 45081: 403,164 45087: 384,146 45093: 369,132 45099: 351,116 45105: 328,98 45111: 310,84 45117: 288,69 45123: 264,52 45129: 246,39 45135: 227,26 45141: 206,12 45147: 195,3 45153: 193,2
13:10:44	40849	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 1046
13:10:44	41476	NATIVE_MOUSE_MOVEMENT	Mouse moved (native)	Contains 80 movements: 41476: 537,581 41477: 536,580 41478: 535,578 41479: 534,577 41480: 533,575 41481: 532,575 41482: 531,573 41483: 530,572 41484: 529,571 41485: 528,569 41486: 526,568 41487: 526,566 41488: 524,565 41489: 524,564 41490: 522,563 41491: 522,562 41492: 520,560 41493: 520,559 41494: 518,558 41495: 517,556 41496: 516,556 41497: 515,554 41498: 514,553 41499: 513,552 41500: 512,551 41501: 510,550 41502: 509,549 41503: 507,547 41504: 507,546 41505: 506,545 41506: 504,544 41507: 503,543 41508: 502,541 41509: 501,541 41510: 499,539 41511: 498,538 41512: 497,537 41513: 496,536 41514: 494,535 41515: 493,534 41516: 492,533 41517: 491,532 41518: 491,531 41519: 489,530 41520: 488,529 41521: 487,528 41522: 486,526 41523: 485,526 41524: 484,524 41525: 482,524 41526: 481,522 41527: 480,522 41528: 479,520 41529: 478,520 41530: 477,518 41531: 476,518 41532: 474,516 41533: 473,515 41534: 472,514 41535: 470,512 41536: 469,512 41537: 468,511 41538: 467,510 41539: 466,509 41540: 465,508 41541: 464,507 41542: 462,506 41543: 462,505 41544: 460,503 41545: 459,503 41546: 457,502 41547: 457,501 41548: 455,500 41549: 454,499 41550: 453,498 41551: 452,497 41552: 450,496 41553: 449,495 41554: 447,494 41555: 447,493
13:10:45	41709	NATIVE_MOUSE_MOVEMENT	Mouse moved (native)	Contains 58 movements: 41709: 426,461 41710: 427,461 41711: 428,461 41712: 429,462 41713: 430,462 41714: 431,462 41715: 432,462 41716: 433,462 41717: 435,462 41718: 436,462 41719: 437,462 41720: 438,462 41721: 439,463 41742: 440,463 41743: 441,463 41744: 442,463 41745: 443,464 41746: 444,464 41747: 445,464 41748: 446,464 41749: 447,464 41750: 448,464 41751: 449,464 41752: 450,464 41753: 451,464 41754: 452,464 41755: 453,464 41756: 454,465 41757: 455,465 41758: 456,465 41759: 457,465 41760: 458,465 41761: 459,465 41782: 460,465 41783: 461,465 41784: 462,465 41785: 463,465 41786: 464,465 41787: 465,465 41788: 466,465 41789: 467,465 41790: 468,465 41791: 469,466 41792: 470,466 41793: 471,466 41794: 472,466 41795: 473,466 41816: 474,466 41817: 475,467 41818: 476,467 41819: 477,467 41820: 478,467 41821: 479,467 41822: 480,467 41823: 480,468 41824: 481,468 41845: 482,468 41846: 482,469
13:10:47	43808	NATIVE_MOUSE_MOVEMENT	Mouse moved (native)	Contains 46 movements: 43808: 481,469 43809: 480,469 43810: 479,469 43811: 478,469 43812: 478,468 43813: 477,468 43814: 476,468 43815: 475,468 43816: 474,468 43817: 474,467 43818: 473,467 43819: 473,466 43820: 472,466 43821: 471,466 43822: 470,466 43823: 470,465 43828: 469,465 43829: 468,465 43830: 467,465 43831: 467,464 43832: 466,464 43833: 465,464 43834: 464,463 43835: 463,463 43836: 463,462 43837: 462,462 43838: 461,462 43839: 460,462 43840: 459,461 43841: 458,461 43842: 457,461 43843: 457,460 43844: 456,460 43845: 455,459 43846: 454,459 43847: 453,459 43848: 452,459 43849: 451,458 43850: 450,458 43851: 448,457 43852: 448,456 43853: 447,456 43854: 446,456 43855: 445,455 43856: 444,455 43857: 442,454
13:10:46	43265	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 1003
13:10:46	43266	WEALTH_CHANGE	Player's net wealth changed	Gain: 500
13:10:49	45809	NATIVE_MOUSE_MOVEMENT	Mouse moved (native)	Contains 80 movements: 45809: 974,546 45810: 972,545 45811: 970,544 45812: 968,543 45813: 966,543 45814: 964,541 45815: 962,540 45816: 959,540 45817: 957,538 45818: 955,537 45819: 954,537 45820: 951,536 45821: 949,535 45822: 947,534 45823: 944,533 45824: 942,532 45825: 940,531 45826: 938,530 45827: 936,529 45828: 934,529 45829: 932,528 45830: 929,527 45831: 926,526 45832: 924,525 45833: 922,524 45834: 920,523 45835: 918,522 45836: 916,521 45837: 914,521 45838: 912,520 45839: 909,518 45840: 906,518 45841: 904,517 45842: 902,516 45843: 900,515 45844: 897,514 45845: 895,513 45846: 893,512 45847: 892,512 45848: 888,510 45849: 886,509 45850: 884,509 45851: 882,508 45852: 880,507 45853: 877,506 45854: 875,505 45855: 873,504 45856: 871,503 45857: 869,503 45858: 866,502 45859: 864,501 45860: 862,501 45861: 860,500 45862: 858,499 45863: 855,498 45864: 853,497 45865: 851,496 45866: 849,495 45867: 847,495 45868: 844,494 45869: 842,493 45870: 840,492 45871: 838,492 45872: 836,491 45873: 833,490 45874: 831,490 45875: 829,490 45876: 827,489 45877: 826,488 45878: 823,487 45879: 821,487 45880: 819,486 45881: 817,485 45882: 815,485 45883: 812,484 45884: 810,484 45885: 808,483 45886: 807,482 45887: 804,482 45888: 802,482
13:10:49	45676	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 1260
13:10:50	46543	NATIVE_MOUSE_MOVEMENT	Mouse moved (native)	Contains 65 movements: 46543: 628,262 46544: 627,261 46545: 626,260 46546: 626,259 46547: 625,259 46548: 624,258 46549: 623,257 46550: 622,256 46551: 621,255 46552: 620,254 46553: 619,254 46554: 618,253 46555: 618,252 46556: 617,251 46557: 616,251 46578: 616,250 46579: 615,249 46580: 614,249 46581: 614,248 46582: 613,248 46583: 613,247 46584: 612,247 46585: 612,246 46586: 611,246 46587: 610,245 46588: 610,244 46589: 609,244 46590: 608,243 46591: 608,242 46592: 607,242 46593: 606,242 46594: 606,241 46595: 605,240 46596: 604,239 46597: 603,238 46598: 602,238 46599: 602,237 46620: 602,236 46621: 601,236 46622: 601,235 46643: 601,234 46644: 602,234 46665: 603,234 46666: 604,234 46667: 605,234 46688: 606,234 46689: 607,234 46690: 608,234 46691: 609,234 46692: 610,234 46693: 611,234 46694: 612,234 46695: 613,234 46716: 614,234 46717: 615,234 46718: 616,234 46719: 617,234 46720: 618,234 46721: 619,234 46742: 620,234 46743: 621,234 46764: 622,234 46765: 623,234 46766: 624,234 46787: 625,234
13:10:54	50767	NATIVE_MOUSE_CLICK	Mouse button clicked (native)	LEFT coordinate: 625,234
13:10:51	48073	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 1129
13:10:51	48073	WEALTH_CHANGE	Player's net wealth changed	Gain: 1000
13:10:50	47149	NATIVE_MOUSE_MOVEMENT	Mouse moved (native)	Contains 81 movements: 47149: 665,272 47150: 666,273 47151: 667,274 47152: 669,275 47153: 670,276 47154: 672,277 47155: 674,279 47156: 675,280 47157: 677,281 47158: 679,282 47159: 680,283 47160: 682,284 47161: 684,285 47162: 685,286 47163: 687,288 47169: 689,289 47170: 691,290 47171: 693,291 47172: 695,292 47173: 696,294 47174: 698,295 47175: 700,296 47176: 703,297 47177: 705,299 47178: 707,300 47179: 709,301 47180: 711,302 47181: 713,304 47182: 716,305 47183: 718,306 47184: 720,308 47185: 722,309 47186: 724,311 47187: 728,311 47188: 730,313 47189: 732,314 47190: 734,316 47191: 737,317 47192: 740,318 47193: 743,320 47194: 746,321 47195: 748,323 47196: 752,325 47197: 754,326 47198: 757,328 47199: 759,329 47200: 762,331 47201: 767,333 47202: 770,334 47203: 773,336 47204: 777,337 47205: 780,339 47206: 783,341 47207: 787,342 47208: 790,344 47209: 795,346 47210: 799,348 47211: 802,349 47212: 807,351 47213: 810,353 47214: 815,355 47215: 818,356 47216: 823,358 47217: 826,360 47218: 832,362 47219: 835,363 47220: 839,365 47221: 843,367 47222: 847,369 47223: 851,370 47224: 855,372 47225: 858,374 47226: 864,377 47227: 869,378 47228: 872,380 47229: 877,382 47230: 880,384 47231: 884,385 47232: 889,387 47233: 892,389 47234: 897,391
13:10:50	47235	NATIVE_MOUSE_MOVEMENT	Mouse moved (native)	Contains 17 movements: 47235: 906,394 47236: 909,396 47237: 914,398 47238: 918,400 47239: 921,401 47240: 926,403 47241: 929,405 47242: 935,407 47243: 938,408 47244: 943,410 47245: 946,412 47246: 951,413 47247: 954,415 47248: 958,417 47249: 962,419 47250: 968,420 47251: 972,422
13:10:53	50448	NATIVE_MOUSE_MOVEMENT	Mouse moved (native)	Contains 27 movements: 50448: 970,339 50449: 964,334 50450: 951,322 50451: 946,318 50452: 940,313 50453: 932,308 50454: 925,303 50455: 918,298 50456: 911,293 50457: 904,287 50458: 897,282 50459: 889,277 50460: 883,271 50461: 877,267 50462: 870,261 50463: 864,256 50464: 856,251 50465: 849,246 50466: 842,240 50467: 836,235 50468: 828,230 50469: 821,226 50470: 814,221 50471: 809,217 50472: 801,212 50473: 794,206 50474: 787,201
13:10:53	50521	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 1652
13:10:55	52209	NATIVE_MOUSE_MOVEMENT	Mouse moved (native)	Contains 56 movements: 52209: 37,611 52210: 36,612 52211: 36,613 52212: 36,614 52213: 35,615 52214: 35,616 52215: 34,616 52216: 34,617 52217: 34,618 52238: 34,619 52239: 33,619 52240: 33,620 52241: 33,621 52242: 33,622 52243: 32,622 52244: 32,623 52265: 32,624 52266: 31,624 52267: 31,625 52268: 30,625 52269: 30,626 52270: 30,627 52271: 29,627 52272: 29,628 52293: 28,629 52294: 28,630 52295: 28,631 52296: 27,631 52297: 27,632 52318: 26,632 52379: 26,631 52400: 27,630 52401: 27,629 52402: 27,628 52403: 27,627 52404: 27,626 52405: 27,625 52406: 28,625 52407: 28,624 52408: 28,623 52429: 28,622 52430: 28,621 52431: 28,620 52432: 28,619 52433: 28,618 52434: 28,617 52435: 28,616 52436: 29,616 52437: 29,615 52438: 29,614 52439: 29,613 52440: 29,612 52441: 29,611 52442: 29,610 52443: 29,609 52444: 29,608
13:10:56	52641	NATIVE_MOUSE_MOVEMENT	Mouse moved (native)	Contains 59 movements: 52641: 40,630 52642: 40,631 52643: 40,632 52644: 40,633 52645: 41,634 52646: 41,635 52647: 41,636 52648: 41,637 52649: 41,638 52650: 41,639 52651: 41,640 52652: 41,641 52653: 41,642 52654: 42,643 52655: 42,645 52656: 42,646 52657: 42,647 52661: 42,648 52662: 42,649 52663: 43,649 52664: 43,650 52665: 43,651 52666: 43,652 52667: 43,653 52668: 43,654 52669: 43,655 52670: 43,656 52671: 43,657 52672: 43,659 52673: 43,660 52674: 43,661 52675: 43,662 52676: 44,663 52677: 44,664 52678: 44,665 52679: 44,666 52680: 44,667 52681: 44,668 52682: 44,670 52683: 44,671 52684: 44,673 52685: 44,674 52686: 44,675 52687: 44,676 52688: 44,677 52689: 44,678 52690: 44,679 52691: 44,680 52692: 44,681 52693: 44,682 52694: 44,683 52695: 43,684 52696: 42,684 52701: 41,684 52702: 40,684 52703: 39,684 52704: 38,684 52705: 38,683 52706: 37,683
13:11:00	56667	NATIVE_MOUSE_CLICK	Mouse button clicked (native)	LEFT coordinate: 37,683
13:10:56	52865	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 1177
13:10:58	55251	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 893
13:10:58	55252	WEALTH_CHANGE	Player's net wealth changed	Gain: 500
13:11:01	57670	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 1056
13:11:03	60061	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 1129
13:11:04	61269	SERVER_TRIGGER	Player triggered some server behaviour	IF_BUTTON1 on toplevel_v2: five_min_warning_message_listener
13:11:05	62479	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 1129
13:11:05	62479	WEALTH_CHANGE	Player's net wealth changed	Gain: 500
13:11:07	64297	SERVER_TRIGGER	Player triggered some server behaviour	IF_BUTTON1 on toplevel_v2: five_min_warning_message_listener
13:11:08	64881	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 1155
13:11:10	67271	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 805
13:11:10	67271	WEALTH_CHANGE	Player's net wealth changed	Gain: 1000
13:11:13	69667	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 1270
13:11:15	72075	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 1003
13:11:17	74464	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 962
13:11:17	74465	WEALTH_CHANGE	Player's net wealth changed	Gain: 500
13:11:20	76886	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 1076
13:11:22	79269	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 1113
13:11:22	79269	WEALTH_CHANGE	Player's net wealth changed	Gain: 500
13:11:23	80478	SERVER_TRIGGER	Player triggered some server behaviour	IF_BUTTON1 on toplevel_v2: five_min_warning_message_listener
13:11:25	81664	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 919
13:11:27	84059	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 1108
13:11:29	86461	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 841
13:11:29	86461	WEALTH_CHANGE	Player's net wealth changed	Gain: 500
13:11:32	88869	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 846
13:11:33	90073	SERVER_TRIGGER	Player triggered some server behaviour	IF_BUTTON1 on toplevel_v2: five_min_warning_message_listener
13:11:34	91283	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 1600
13:11:37	93661	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 1517
13:11:39	96079	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 794
13:11:41	98460	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 1061
13:11:41	98460	WEALTH_CHANGE	Player's net wealth changed	Gain: 1000
13:11:44	100888	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 1072
13:11:46	103275	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 873
13:11:46	103275	WEALTH_CHANGE	Player's net wealth changed	Gain: 1000
13:11:49	105682	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 810
13:11:51	108092	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 1381
13:11:52	109315	NATIVE_MOUSE_MOVEMENT	Mouse moved (native)	Contains 1 movements: 109315: 38,682
13:11:53	110536	NATIVE_MOUSE_MOVEMENT	Mouse moved (native)	Contains 61 movements: 110536: 58,153 110537: 57,152 110558: 57,151 110559: 56,151 110560: 56,150 110561: 56,149 110562: 55,149 110563: 55,148 110564: 54,148 110565: 54,147 110566: 54,146 110567: 53,146 110568: 53,145 110569: 53,144 110570: 52,144 110571: 52,143 110572: 52,142 110573: 51,142 110574: 50,141 110575: 50,140 110576: 50,139 110577: 49,139 110598: 49,138 110599: 49,137 110600: 48,137 110601: 48,136 110602: 48,135 110603: 47,135 110604: 47,134 110605: 46,134 110606: 46,133 110607: 46,132 110608: 45,132 110609: 45,131 110610: 45,130 110611: 45,129 110612: 44,129 110613: 44,128 110634: 44,127 110635: 44,126 110636: 43,126 110637: 43,125 110638: 43,124 110639: 42,124 110640: 42,123 110641: 42,122 110642: 42,121 110643: 42,120 110644: 41,120 110645: 41,119 110646: 41,118 110667: 41,117 110668: 41,116 110669: 40,116 110670: 40,115 110671: 40,114 110672: 40,113 110673: 39,113 110674: 39,112 110675: 38,112 110676: 38,111
13:11:57	114466	NATIVE_MOUSE_CLICK	Mouse button clicked (native)	LEFT coordinate: 38,111
13:11:53	110468	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 951
13:11:53	110468	WEALTH_CHANGE	Player's net wealth changed	Gain: 500
13:11:55	111842	NATIVE_MOUSE_MOVEMENT	Mouse moved (native)	Contains 54 movements: 111842: 54,286 111843: 55,287 111844: 55,288 111845: 55,289 111846: 55,290 111847: 55,291 111848: 56,292 111849: 56,293 111850: 56,294 111851: 57,295 111852: 57,296 111853: 57,297 111854: 57,298 111855: 57,299 111856: 57,300 111857: 58,301 111858: 58,302 111879: 58,303 111880: 58,304 111881: 58,305 111882: 59,306 111883: 59,307 111884: 59,308 111885: 59,309 111886: 59,310 111887: 60,310 111888: 60,311 111889: 60,312 111890: 60,313 111891: 60,314 111892: 60,315 111913: 60,316 111914: 59,316 111915: 58,316 112076: 58,315 112097: 58,316 112098: 59,316 112119: 59,317 112120: 60,317 112121: 60,318 112122: 61,318 112143: 62,319 112144: 63,319 112145: 63,320 112146: 64,320 112147: 65,320 112148: 65,321 112169: 65,322 112170: 66,322 112171: 67,322 112172: 67,323 112173: 68,323 112174: 69,323 112175: 69,324
13:11:56	112874	EXPERIENCE_CHANGE	Player's skill experience changed	Skill: 14 +XP: 837
